GeneID	S1768_HCT116wt_normDMSO	S1756_HCT116wt_normDMSO	S1774_HCT116wt_hypoxDMSO	S1762_HCT116wt_hypoxDMSO	S1771_HCT116wt_norm3MB	S1759_HCT116wt_norm3MB	S1777_HCT116wt_hypox3MB	S1765_HCT116wt_hypox3MB	S1769_HCT116cdk8as_normDMSO	S1757_HCT116cdk8as_normDMSO	S1775_HCT116cdk8as_hypoxDMSO	S1763_HCT116cdk8as_hypoxDMSO	S1772_HCT116cdk8as_norm3MB	S1760_HCT116cdk8as_norm3MB	S1778_HCT116cdk8as_hypox3MB	S1766_HCT116cdk8as_hypox3MB
FHIT	213	228	252	303	202	93	266	296	266	297	338	582	199	287	445	409
FHL1	733	435	832	888	749	251	1105	1053	424	392	374	515	346	379	871	630
FHL2	3758	1925	4191	4487	2983	1060	6316	6794	2794	2392	2821	3630	2271	2469	7551	6643
FHL3	779	799	820	1035	1104	396	1193	1319	827	822	419	537	615	663	956	719
FHL5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
FHOD1	1922	2389	2401	2083	2799	1038	2476	2296	2049	1998	1475	1621	1604	1651	2150	1861
FHOD3	309	272	165	207	311	150	247	314	217	259	90	150	227	275	274	304
FIBCD1	769	796	868	1002	1240	438	1339	1333	705	786	466	732	834	889	1229	1138
FIBIN	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FIBP	5233	2732	2470	2297	3654	1248	2819	2757	2528	2628	1559	1705	2183	2047	2538	1910
FICD	230	134	70	84	156	75	75	103	176	136	54	39	97	111	116	71
FIG4	1312	649	954	1081	1042	379	1111	1366	615	475	522	613	476	515	988	839
FIGF	3	0	0	0	7	2	0	0	1	0	0	0	2	3	1	0
FIGLA	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
FIGN	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
FIGNL1	1774	1088	1023	665	1203	504	944	908	1270	988	512	579	733	811	923	814
FIGNL2	4	21	7	4	12	7	16	13	4	11	3	6	2	20	5	5
FILIP1	3	0	0	3	2	0	1	2	4	3	1	8	7	5	5	3
FILIP1L	1	0	0	0	0	0	0	5	0	0	0	2	1	0	0	1
FIP1L1	2625	1818	1339	1480	1917	884	1668	1798	2075	1873	1254	1712	1258	1604	1822	1650
FIRRE	242	158	113	122	208	74	205	192	204	147	73	65	177	189	264	140
FIS1	4219	1547	2342	1530	2624	812	1797	1510	2157	1878	1429	1487	1559	1357	1841	1431
FITM1	15	13	5	16	16	7	10	16	1	10	4	7	3	4	6	4
FITM2	50	87	67	104	130	54	126	155	117	136	55	101	63	83	101	108
FIZ1	410	521	360	412	473	224	423	415	582	532	150	187	295	364	288	242
FJX1	850	623	378	448	627	258	442	461	971	891	95	197	576	614	372	302
FKBP10	2944	2903	3551	3303	3224	1310	3967	4342	3278	3245	3105	3655	2651	2915	5478	4494
FKBP11	241	222	283	285	319	96	322	338	276	193	175	215	175	180	331	245
FKBP14	723	404	861	988	850	255	1037	1019	552	383	985	974	559	484	1461	1003
FKBP15	1034	831	1418	1359	1073	347	1611	1609	937	880	995	1321	683	663	1682	1405
FKBP1A	5778	3766	5046	4732	4942	1817	5381	5463	4955	4408	3815	4541	3320	3630	5239	4404
FKBP1A-SDCBP2	1	0	0	0	0	0	0	1	0	0	0	4	0	1	1	0
FKBP1AP1	517	283	391	398	394	187	429	441	499	410	314	353	256	289	486	377
FKBP1B	443	279	354	417	348	151	347	479	268	266	180	373	200	288	359	409
FKBP2	3928	1950	2525	2253	2102	902	2405	2323	1658	1500	1556	1716	1119	1150	2307	1676
FKBP3	3361	1563	1556	1352	2520	875	1516	1571	1869	1239	818	1010	1430	1124	1496	914
FKBP4	14992	7757	6992	6288	9586	3659	6127	6155	9236	8468	4804	6309	5201	5523	5920	5232
FKBP5	7106	4898	2566	2784	5159	2031	2725	2891	3561	3163	570	733	1916	1911	1178	863
FKBP6	5	0	1	1	0	1	2	0	2	0	0	0	1	0	0	8
FKBP7	205	100	71	49	110	65	60	70	122	88	16	21	84	58	50	56
FKBP8	14704	9550	16335	16697	12395	4783	15759	18229	8700	8785	9380	12576	7294	7437	14633	13394
FKBP9	1573	1388	1655	1695	1832	678	1922	1942	1323	1285	931	1059	1170	1338	1951	1552
FKBP9P1	121	90	101	78	117	67	124	131	110	90	59	75	88	106	135	88
FKBPL	964	382	265	220	512	212	232	280	465	492	83	97	246	282	186	170
FKRP	673	673	232	226	493	241	172	179	518	548	72	77	266	326	157	158
FKSG29	3	1	14	14	12	1	3	10	2	3	3	14	2	2	3	5
FKTN	1174	673	734	603	1124	318	485	751	913	712	449	616	866	964	1034	798
FLAD1	2899	2199	732	699	2151	861	810	912	2271	2444	382	651	1508	1737	731	753
FLCN	686	688	713	778	912	301	822	950	711	745	545	674	494	578	839	902
FLG	0	1	0	0	2	0	0	2	0	0	0	0	0	1	2	3
FLG-AS1	8	2	2	0	3	0	0	2	1	2	0	2	1	0	4	0
FLG2	1	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0
FLI1	1	1	0	1	3	1	0	1	1	6	2	2	0	0	1	1
FLII	8454	6730	9737	9169	9530	3191	10767	10823	7532	7559	7534	9892	5747	5989	10691	9597
FLJ10038	252	177	106	114	232	80	143	160	183	147	38	70	135	151	119	83
FLJ12825	2	2	0	2	1	0	2	1	2	3	3	2	4	3	1	0
FLJ13224	2	4	0	0	5	0	0	0	11	3	0	0	1	1	0	0
FLJ16171	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
FLJ16779	1	2	1	7	2	1	5	1	1	1	0	1	2	2	3	6
FLJ20021	819	523	853	1024	675	248	818	880	504	430	348	447	385	334	653	499
FLJ20518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ21408	2	4	3	5	4	1	4	4	1	0	0	1	6	3	15	7
FLJ22184	106	434	711	984	646	223	904	1201	240	318	243	466	261	271	492	470
FLJ22447	3	12	7	12	8	0	13	7	9	3	10	10	4	4	10	8
FLJ22763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ23867	1024	1131	3689	4406	1387	530	4128	4604	1174	977	3309	4281	1007	985	5385	4124
FLJ25758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0
FLJ26850	14	4	29	36	17	0	20	31	4	3	16	30	8	4	22	20
FLJ27354	19	7	9	8	22	6	12	16	11	18	13	7	17	11	12	9
FLJ30403	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0
FLJ30679	24	30	12	8	32	4	14	11	13	22	2	4	18	16	6	5
FLJ31104	7	9	9	8	10	5	16	12	5	6	1	1	1	11	15	2
FLJ31306	847	510	496	463	760	265	587	633	483	395	217	429	394	381	589	389
FLJ31356	3	0	1	1	1	1	5	0	0	4	1	0	0	3	7	3
FLJ31662	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1
FLJ32255	21	3	45	17	21	2	19	15	8	11	0	0	11	18	24	15
FLJ33360	1	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0
FLJ33534	11	7	4	5	8	2	6	10	2	2	1	1	3	5	9	4
FLJ33581	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	1
FLJ34503	2	2	0	0	0	0	1	0	2	0	0	0	0	1	1	0
FLJ35934	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0
FLJ36000	0	0	0	1	0	0	0	1	4	5	0	2	0	0	0	0
FLJ36777	7	3	6	4	7	7	9	6	3	4	0	0	7	3	11	7
FLJ37035	106	56	39	57	94	14	102	68	41	51	22	37	62	58	86	48
FLJ37201	53	29	32	28	53	12	23	47	35	31	8	5	25	35	60	46
FLJ37453	132	50	103	139	118	24	154	119	57	40	66	82	32	54	87	115
FLJ37505	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ38122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FLJ38576	19	7	1	3	10	8	2	3	16	2	0	3	6	7	4	5
FLJ39080	12	4	16	6	3	1	7	6	12	10	7	17	9	22	23	18
FLJ40194	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FLJ41200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41278	2	1	0	0	0	1	5	1	4	0	1	1	2	5	2	1
FLJ41941	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
FLJ42102	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0	2
FLJ42351	16	12	10	8	14	5	16	11	4	1	2	3	5	6	5	5
FLJ42393	2	7	0	2	0	0	1	0	1	1	1	1	2	3	0	0
FLJ42627	49	54	31	39	71	17	52	66	43	56	24	28	38	48	56	50
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
FLJ43315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ43681	29	2	8	14	23	3	8	12	14	11	23	12	8	5	19	7
FLJ43879	1	1	0	2	0	6	1	1	0	1	0	0	2	0	0	16
FLJ44087	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FLJ44313	27	18	14	2	21	6	14	19	17	18	1	8	22	30	14	13
FLJ44511	8	12	48	52	21	2	31	71	6	6	43	24	3	31	64	51
FLJ44635	3241	1046	2564	1904	2126	656	2454	1825	1986	1353	2827	2447	1316	1313	3102	1768
FLJ45079	2	0	1	1	2	0	0	0	1	1	0	1	1	2	1	0
FLJ45513	50	17	18	16	23	2	4	20	11	10	10	10	7	14	9	11
FLJ45974	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1
FLJ46066	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
FLJ46284	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLJ46906	49	32	33	26	49	15	82	65	41	29	29	34	47	49	98	46
FLNA	20963	27194	56971	52362	41750	11355	59705	57241	24815	23622	42892	46879	25830	23925	68440	57293
FLNB	5198	7227	13418	13676	11039	3382	18507	18474	8861	8577	16872	21735	9839	10723	36620	30916
FLNC	3773	5322	5960	5867	7869	2408	6889	6813	3709	4223	2772	3649	3538	3682	4381	4239
FLOT1	3976	2225	3412	3199	2842	1101	3430	3932	3394	2732	2316	2905	3220	3366	5589	4669
FLOT2	4951	3329	3489	3209	5276	1918	4383	4460	2602	2519	1436	1646	2546	2507	2951	2665
FLRT1	0	2	4	0	1	0	1	0	0	1	0	1	0	0	0	1
FLRT2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
FLRT3	22	22	3	12	36	6	11	17	96	48	13	11	47	44	76	60
FLT1	2	2	1	1	1	2	1	2	1	1	1	0	0	1	3	2
FLT3	26	26	13	20	15	10	28	13	12	12	7	6	6	14	3	5
FLT3LG	96	83	53	80	87	48	68	113	33	60	21	30	34	65	40	50
FLT4	13	6	3	6	3	4	12	26	6	8	0	1	7	2	9	3
FLVCR1	1265	782	784	678	1115	339	774	846	1168	789	732	731	803	632	895	945
FLVCR1-AS1	395	240	113	98	242	115	124	158	269	177	44	121	112	176	134	143
FLVCR2	49	78	17	19	68	40	33	43	65	57	3	6	44	75	21	22
FLYWCH1	2638	2079	2543	2338	3510	1178	3083	3431	1760	1687	1212	1344	1883	1909	2743	2553
FLYWCH2	1296	782	882	849	1072	408	790	863	778	760	303	430	620	729	716	605
FMN1	31	23	17	26	48	20	43	61	36	16	2	7	51	36	38	22
FMN2	2	3	7	8	7	1	2	5	6	4	5	3	1	2	2	3
FMNL1	181	241	285	265	409	170	295	377	223	190	105	172	205	224	257	248
FMNL2	2228	1703	2629	2864	2647	891	3151	3193	2942	1983	2624	3723	2140	2024	4348	3819
FMNL3	206	203	219	158	246	77	217	221	157	156	41	48	120	88	113	122
FMO1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0
FMO2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
FMO3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FMO4	121	62	75	60	89	33	67	97	77	62	28	60	85	77	80	93
FMO5	8	1	1	7	0	1	1	2	5	1	0	0	1	1	6	1
FMO6P	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FMO9P	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
FMOD	0	1	0	1	0	0	0	2	1	1	0	0	0	1	0	0
FMR1	1128	853	1112	1056	1330	374	1065	1263	1140	818	763	842	842	736	1112	1130
FMR1-AS1	7	5	4	2	2	3	3	2	4	4	0	1	0	8	4	8
FMR1NB	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0
FN1	384	535	717	711	694	262	1002	941	773	836	626	793	658	801	1340	1270
FN3K	168	317	347	400	423	162	535	515	95	120	57	109	137	161	231	225
FN3KRP	2690	1683	1408	1139	2336	1053	1591	1722	1620	1684	730	911	1195	1489	1353	1126
FNBP1	1031	943	2216	2224	1568	465	2557	2661	1140	910	1294	1655	1009	850	2119	1963
FNBP1L	2440	1111	1935	2159	1732	636	1920	2374	1674	1132	2313	3427	1231	1231	3552	3129
FNBP4	3659	2560	3626	3237	3711	1239	4082	4047	3057	2278	2651	3067	2320	2248	4145	3470
FNDC1	6	9	1	9	11	6	3	13	8	8	1	0	7	9	7	19
FNDC3A	2144	1482	2082	2283	2113	632	2108	2710	2051	1423	1664	1911	1477	1490	2890	2381
FNDC3B	1052	1086	1938	2106	1300	486	1850	2231	1180	1032	1865	2203	964	976	3197	2444
FNDC4	205	129	91	118	141	96	135	122	63	65	31	24	38	61	42	49
FNDC5	1	0	1	2	0	0	3	3	0	1	0	1	1	2	0	1
FNDC7	1	0	1	0	0	4	3	1	0	2	0	2	2	0	7	0
FNDC8	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1
FNDC9	0	0	1	2	0	1	6	4	0	0	1	2	2	0	0	0
FNIP1	1107	568	1548	1190	1102	293	1301	1248	767	540	833	955	629	570	1321	1139
FNIP2	377	187	249	225	234	96	212	210	335	216	161	193	164	183	280	169
FNTA	2663	1091	1836	1694	1764	645	2068	2172	1469	1115	1169	1556	937	1100	2409	1838
FNTB	80	81	34	68	74	34	131	83	56	58	20	19	27	48	37	48
FOCAD	3007	1491	1413	1189	2289	873	1647	1525	1972	1630	749	923	1368	1423	1490	1141
FOLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLH1B	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
FOLR1	222	134	113	115	203	86	172	239	19	28	5	8	30	31	14	25
FOLR2	1	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0
FOLR3	1	2	1	2	1	1	1	1	2	0	0	1	0	1	2	1
FOLR4	4	0	0	0	0	2	2	0	0	0	0	0	0	3	2	3
FOPNL	3666	1861	2276	2099	2879	1060	2387	2444	2158	1767	1337	1635	1583	1607	2290	1740
FOS	412	353	806	832	312	129	771	957	263	218	499	535	141	131	582	488
FOSB	92	142	558	501	120	52	268	366	143	172	748	544	119	128	238	315
FOSL1	1604	2422	5938	8855	3466	1155	7758	9381	3621	3517	9178	14031	3528	3481	11681	11890
FOSL2	1105	905	5417	6359	1154	380	6263	7348	1765	1465	2917	3734	1184	1326	5264	4685
FOXA1	67	57	38	48	83	32	29	44	277	261	99	133	311	391	483	463
FOXA2	4	5	1	2	28	6	3	0	15	7	0	0	4	9	2	5
FOXA3	569	283	337	308	415	159	360	331	394	318	181	183	180	214	253	200
FOXB1	2	2	0	1	1	0	0	1	1	0	0	0	0	2	0	0
FOXB2	0	2	2	1	0	0	0	0	3	0	1	0	3	1	0	1
FOXC1	1523	1338	832	1100	2243	886	1466	1903	873	723	878	1015	742	855	1527	1449
FOXC2	24	12	5	3	26	4	12	8	13	10	9	7	10	14	16	16
FOXD1	755	770	2992	4260	877	349	3076	3435	514	620	1655	2308	380	465	2308	1967
FOXD2	153	139	97	95	163	86	153	162	115	147	20	42	97	115	85	76
FOXD2-AS1	244	153	217	269	310	94	284	330	190	204	167	255	195	184	290	316
FOXD3	10	16	32	14	4	8	21	11	21	14	9	4	16	9	8	14
FOXD4	55	26	19	21	42	14	31	22	52	46	6	15	37	24	7	11
FOXD4L1	11	16	4	2	15	6	10	2	19	9	3	6	14	9	2	2
FOXD4L3	1	0	0	0	0	0	1	1	6	2	0	1	1	1	0	1
FOXD4L4	4	0	0	0	0	0	0	0	2	0	1	0	3	1	0	1
FOXD4L5	5	0	0	0	0	1	0	1	2	0	0	0	1	2	0	4
FOXD4L6	2	1	0	0	0	0	2	1	3	1	0	0	1	1	0	2
FOXE1	0	1	0	0	1	1	9	0	0	2	0	1	0	0	1	4
FOXE3	12	31	32	45	34	18	29	50	53	38	21	33	24	26	33	42
FOXF1	205	162	55	79	270	70	110	102	167	171	27	56	158	216	89	104
FOXF2	1	3	1	2	0	0	0	3	2	0	0	3	1	0	0	3
FOXG1	0	4	1	1	0	0	0	1	1	0	1	0	0	3	1	2
FOXH1	19	35	18	36	32	16	39	69	26	19	4	7	9	31	52	33
FOXI1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1
FOXI2	0	0	0	5	1	0	0	0	0	2	0	0	0	1	0	1
FOXI3	0	1	1	0	0	0	0	1	0	2	0	4	1	4	0	2
FOXJ1	17	9	3	10	22	12	11	5	25	29	5	10	13	34	11	4
FOXJ2	1000	1322	1964	2272	1934	673	1879	2241	1241	1160	1254	1751	1054	1224	1746	1730
FOXJ3	2276	1907	2605	2268	2561	925	2667	2552	2481	1865	2051	2328	1577	1519	2722	2282
FOXK1	2075	3011	4602	5811	4279	1416	5871	7115	3299	3202	3034	4650	3010	2965	6440	6958
FOXK2	6048	5700	4647	4641	6661	2622	4467	4698	6654	6526	3730	5041	4428	4667	5452	4812
FOXL1	300	157	222	242	325	108	420	352	222	159	48	94	280	246	289	172
FOXL2	1	0	0	0	0	4	2	5	0	1	0	0	0	0	0	1
FOXL2NB	24	43	26	24	36	17	24	52	24	25	2	6	25	18	13	13
FOXM1	3586	4428	2789	2898	5573	1891	3690	4086	4216	4510	1556	2507	3274	3423	3400	3533
FOXN1	4	1	0	0	1	0	0	2	0	2	0	1	0	0	1	0
FOXN2	1362	672	1025	903	1146	314	785	1067	781	531	756	830	546	514	885	773
FOXN3	741	541	1197	1208	1005	283	1507	1526	806	643	705	981	605	585	1364	1254
FOXN3-AS1	103	43	24	33	36	23	61	21	50	70	6	23	42	55	26	19
FOXN3-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXN4	8	12	15	16	26	6	12	14	20	18	3	1	15	25	17	13
FOXO1	501	375	517	512	767	270	659	707	752	614	304	486	597	642	722	688
FOXO3	788	720	2757	2707	1082	348	2695	2776	1565	1149	4006	4672	1085	1070	5173	4979
FOXO3B	241	200	351	335	252	70	377	343	225	182	426	408	175	165	604	487
FOXO4	575	605	852	954	775	294	865	1074	588	617	645	759	408	536	980	874
FOXO6	193	282	411	555	307	138	329	480	164	210	144	130	142	178	186	174
FOXP1	183	135	241	278	213	81	353	356	277	265	202	287	232	248	509	396
FOXP2	144	69	110	140	153	64	196	172	96	77	68	51	71	69	157	97
FOXP3	10	13	2	6	9	3	2	4	6	6	1	2	1	6	8	2
FOXP4	775	2496	1393	1898	2508	919	1795	2323	1987	2332	930	1282	1608	1680	1745	1664
FOXQ1	0	5	3	2	6	3	2	2	15	16	3	11	23	24	33	21
FOXR1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	2	2
FOXR2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FOXRED1	2644	1689	964	815	1853	717	1040	1141	2035	1883	435	596	1186	1418	1034	951
FOXRED2	519	806	245	232	934	356	405	383	734	761	47	152	562	587	219	179
FOXS1	0	2	2	2	0	0	0	1	0	1	1	2	0	0	1	5
FPGS	3688	2839	2132	2203	3137	1363	2055	2383	3105	3214	1494	2457	2084	2468	2677	2414
FPGT	631	244	215	168	460	119	246	253	430	285	126	114	216	234	282	230
FPGT-TNNI3K	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
FPR1	0	7	5	2	1	0	7	5	5	3	0	5	5	7	0	2
FPR2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2
FPR3	0	1	0	0	0	1	0	4	0	4	0	0	1	1	2	0
FRA10AC1	1343	850	683	766	998	473	752	901	781	674	409	748	729	799	846	739
FRAS1	3222	3412	5441	6229	5398	2090	7661	8858	1704	1565	2260	2948	2122	2523	4875	4991
FRAT1	60	55	23	30	68	24	37	42	56	85	6	13	63	62	20	28
FRAT2	527	348	200	420	450	195	248	324	485	519	146	285	396	411	299	331
FREM1	4	0	2	1	0	1	2	5	0	1	3	2	0	1	1	0
FREM2	1	3	1	1	1	0	1	0	1	0	0	0	0	3	1	0
FREM3	0	0	1	0	0	0	0	2	0	0	1	1	0	0	2	2
FRG1	1378	508	571	607	735	294	559	652	663	567	369	392	387	448	572	471
FRG1B	226	155	203	287	238	84	318	359	268	162	180	241	233	224	396	280
FRG2	5	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
FRG2B	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FRG2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRK	205	101	273	276	192	97	329	376	170	115	183	210	92	121	358	236
FRMD1	0	2	0	1	3	2	0	0	0	1	1	1	9	1	0	0
FRMD3	23	34	22	18	43	5	27	52	168	136	119	173	317	348	743	528
FRMD4A	17	12	45	37	21	10	88	57	10	13	2	2	6	11	22	8
FRMD4B	97	95	21	45	133	47	73	109	165	132	43	49	193	205	168	163
FRMD5	2689	1509	2187	2573	1863	647	2275	2502	1172	928	557	1007	652	671	1314	1147
FRMD6	711	431	466	356	664	203	530	495	414	336	107	96	322	308	320	187
FRMD6-AS1	38	23	7	10	40	20	14	17	16	14	2	1	19	35	21	8
FRMD6-AS2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FRMD7	0	2	0	1	0	1	2	1	2	0	1	1	0	0	1	1
FRMD8	1309	1510	820	938	1545	606	1196	1233	1873	1936	798	1322	1474	1750	1597	1510
FRMD8P1	97	49	33	51	82	24	44	57	118	97	37	44	82	73	78	38
FRMPD1	49	44	24	7	81	18	22	42	49	34	2	3	23	27	11	11
FRMPD2	6	10	1	5	8	2	5	4	13	11	0	2	33	34	9	11
FRMPD2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FRMPD3	27	100	58	72	72	31	95	127	41	51	24	35	31	36	87	91
FRMPD3-AS1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FRMPD4	0	0	2	0	1	1	1	1	0	1	0	1	0	1	0	3
FRRS1	407	241	473	482	392	150	554	519	359	246	454	339	258	191	637	539
FRRS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRS2	885	511	634	562	730	219	599	750	675	479	364	447	452	456	657	531
FRS3	210	226	217	303	303	158	327	365	241	197	116	146	152	214	343	280
FRY	110	68	69	91	93	38	68	108	91	76	80	57	60	88	131	141
FRY-AS1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
FRYL	2538	1610	1816	1863	2554	639	1400	2080	1949	1357	1243	1329	1523	1508	2039	1843
FRZB	62	28	242	164	76	9	164	185	48	18	149	140	18	37	217	116
FSBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSCB	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0
FSCN1	15222	12263	14659	14962	17254	5511	17730	16803	13245	12013	8846	11538	10627	9571	15857	13359
FSCN2	110	117	227	259	122	67	252	261	29	32	16	16	31	29	28	29
FSCN3	10	6	12	10	7	6	10	5	6	7	1	5	7	7	11	14
FSD1	1829	1077	1209	985	1264	430	1383	1086	461	420	159	259	349	213	303	246
FSD1L	464	219	248	241	373	98	248	316	199	170	178	157	171	162	240	249
FSD2	2	1	1	4	1	0	2	3	1	2	1	0	3	3	2	2
FSHB	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
FSHR	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1
FSIP1	53	20	7	5	53	8	5	11	19	17	2	0	4	8	5	3
FSIP2	2	0	0	2	4	0	1	1	2	1	1	3	0	5	1	2
FST	11	5	0	4	17	2	12	0	5	9	2	0	2	6	9	4
FSTL1	1302	967	1027	992	1339	471	1546	1539	1187	1034	756	1180	869	1142	1689	1337
FSTL3	1378	1347	962	1251	1079	506	1251	1374	1104	1266	504	685	542	773	767	859
FSTL4	6	10	0	4	26	3	3	5	17	10	2	1	11	7	1	2
FSTL5	0	1	0	0	1	0	2	0	1	0	0	0	4	1	0	0
FTCD	10	10	2	9	8	6	9	12	2	1	1	0	8	6	8	5
FTCDNL1	50	17	24	17	26	9	12	21	25	25	18	19	19	32	55	40
FTH1	31078	19500	36048	39378	30968	11463	41220	38391	21710	21600	36710	41771	17523	18744	49734	38467
FTH1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P3	736	287	838	700	683	222	992	699	584	375	768	707	361	341	1122	776
FTHL17	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
FTL	64246	37850	65853	83283	38207	18104	55687	69515	28193	31654	57984	81898	15229	22799	44472	46560
FTLP10	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1
FTMT	4	14	22	16	8	1	11	14	2	3	5	2	4	5	15	10
FTO	991	877	938	902	1210	437	1119	1161	922	875	391	625	674	706	795	748
FTO-IT1	3	8	3	2	5	1	3	15	4	12	0	6	4	11	3	1
FTSJ1	3197	2259	2153	1963	2574	945	2085	2127	2427	2422	2008	2407	1533	1771	2333	1924
FTSJ2	2494	1501	587	430	1691	719	691	714	1677	1475	249	292	1158	1164	622	476
FTSJ3	5308	3886	1502	1333	4314	1662	1601	1609	4815	4565	887	1022	2828	3066	1600	1244
FTX	31	10	3	3	25	12	10	15	18	12	2	7	14	22	7	4
FUBP1	5692	3878	3023	2424	4233	1705	2799	2579	5048	4707	3064	3360	3019	3171	3895	3132
FUBP3	4680	4053	2381	2896	4242	1712	2931	3113	4178	3760	1668	2300	2706	2852	2872	2411
FUCA1	2007	1062	1215	1427	1740	688	1964	1750	974	766	371	545	783	887	994	937
FUCA2	4034	2648	2040	2042	3161	1360	2622	2542	2747	2468	1261	1896	1898	2101	2599	2042
FUK	557	539	560	574	905	328	794	817	672	728	393	487	665	706	794	690
FUNDC1	952	361	436	465	583	206	438	490	588	486	281	438	375	361	631	438
FUNDC2	1049	398	643	514	568	210	632	528	607	398	447	492	309	345	625	413
FUNDC2P2	13	7	19	19	14	7	11	10	15	16	10	33	3	9	5	10
FUOM	554	266	269	179	342	109	223	168	220	240	113	108	173	174	160	98
FURIN	2765	3437	3590	4552	4570	1580	5174	5491	3145	2892	2077	2663	2503	2589	4301	3547
FUS	21067	19134	6361	5287	14341	7033	5945	6175	17222	17663	2899	3459	7779	9321	3798	3233
FUT1	321	426	255	270	356	123	293	308	305	287	136	161	146	171	215	240
FUT10	908	507	643	580	917	317	822	768	687	544	343	373	569	548	693	596
FUT11	636	418	4497	4295	626	162	4659	4048	420	338	2768	2778	302	325	4042	2737
FUT2	98	187	64	83	163	66	102	140	128	135	26	52	97	117	108	68
FUT3	37	43	64	59	33	23	93	63	157	142	493	805	98	189	823	595
FUT4	674	477	297	308	529	200	388	425	361	356	116	122	212	266	228	168
FUT5	5	7	11	18	10	5	20	25	2	1	13	13	2	19	31	31
FUT6	1	0	1	2	6	0	0	5	3	7	11	5	2	0	26	9
FUT7	0	0	0	0	4	2	2	3	12	2	2	0	1	1	5	1
FUT8	1101	643	592	614	1329	433	849	832	755	551	316	245	705	715	760	622
FUT8-AS1	44	22	13	27	44	9	31	20	19	16	2	2	28	19	18	32
